OBJECTID_1,OBJECTID,CD_USO_SOL,CD_UNIDADE,CD_REGIAO,CD_PROJETO,AREA_HA,CD_TALHAO,ID_REGIAO,ID_PROJETO,Shape_Leng,Shape_Area,CAMALHAO
1,731130,2433,1,11,997,8.53000000000,159A,11,002,0.14630507911,0.00000801230,Classe 2
2,731625,78961,1,11,997,0.78000000000,125F,11,002,0.00107797834,0.00000073127,Classe 1
3,1098179,285450,1,11,6385,4.94000000000,001F,11,G879,0.00107797834,0.00000461557,Classe 2
4,1173784,97223,1,13,2803,0.08000000000,005B,12,R521,0.04251191767,0.00000007265,Classe 1
5,1173785,97224,1,13,2803,0.07000000000,006B,12,R521,0.02111337470,0.00000006171,Classe 1
6,1173786,308150,1,13,2803,0.38000000000,006D,12,R521,0.02111337470,0.00000035614,Classe 1
7,1098187,285449,1,11,6385,2.40000000000,001G,11,G879,0.00107797834,0.00000224449,Classe 3
8,1098189,275952,1,11,6394,6.13000000000,006A,11,G891,0.00511247824,0.00000573796,Classe 2
9,1098190,275948,1,11,6394,28.46000000000,002A,11,G891,0.00107797834,0.00002665302,Classe 3
10,1185389,311045,1,11,1953,1.02000000000,002C,11,242,0.01001015463,0.00000095481,Classe 3
11,1185387,311044,1,11,1976,0.17000000000,013D,11,234,0.00215595668,0.00000015764,Classe 3
12,935657,234105,1,11,1036,0.04000000000,043D,11,055,0.00101055091,0.00000004067,Classe 1
13,935655,234140,1,11,1036,0.87000000000,040C,11,055,0.00284739983,0.00000081296,Classe 1
14,838706,211061,1,11,1675,0.30000000000,004B,11,152,0.00101079607,0.00000028594,Classe 1
15,838707,211070,1,11,1675,0.33000000000,003C,11,152,0.00107797834,0.00000030634,Classe 1
16,1182906,305145,1,11,1888,2.50000000000,002A,11,326,0.03457320997,0.00000234616,Classe 1
17,1182907,250199,1,11,5171,9.28000000000,001A,11,G959,0.00586093267,0.00000872754,Classe 3
18,1117118,290892,1,11,6334,0.10000000000,008G,11,G860,0.00107797834,0.00000008999,Classe 1
19,1182908,305147,1,11,1888,5.43000000000,005A,11,326,0.00205539181,0.00000509073,Classe 1
20,838708,211062,1,11,1675,0.24000000000,006B,11,152,0.00107797834,0.00000022945,Classe 1
21,1022413,104858,1,13,2927,0.12000000000,126D,12,R432,0.19631956928,0.00000011087,Classe 1
22,838709,211060,1,11,1675,0.18000000000,002B,11,152,0.00107797834,0.00000016887,Classe 1
23,1022494,104843,1,13,2927,0.36000000000,074D,12,R432,0.00269494585,0.00000033918,Classe 3
24,838710,211071,1,11,1675,0.61000000000,005B,11,152,0.00248961379,0.00000057423,Classe 3
25,1210217,293903,1,11,1540,3.34000000000,018F,11,103,0.00734202774,0.00000313145,Classe 1
26,1210219,310586,1,11,2040,2.35000000000,007B,11,334,0.00656848304,0.00000219967,Classe 1
27,1210221,316659,1,11,1004,1.44000000000,117B,11,012,0.02996860425,0.00000134898,Classe 1
28,650433,254,1,11,997,0.99000000000,121B,11,002,0.00364540202,0.00000092636,Classe 1
29,846172,145876,1,11,1004,11.56000000000,060A,11,012,0.01558096107,0.00001082266,Classe 1
30,870806,216987,1,11,1947,7.90000000000,010A,11,611,0.01813392176,0.00000740024,Classe 1
31,1220506,251441,1,11,5211,23.77000000000,117A,11,G974,0.00107797834,0.00002229869,Classe 3
32,1220508,251586,1,11,5211,9.58000000000,039B,11,G974,0.03887026904,0.00000897904,Classe 1
33,1117120,275026,1,11,6334,3.60000000000,009A,11,G860,0.01176419606,0.00000335870,Classe 3
34,703595,186014,1,11,1608,0.08000000000,014D,11,123,0.00152505568,0.00000007751,Classe 1
35,703596,143423,1,11,1608,13.03000000000,010B,11,123,0.00107797834,0.00001222225,Classe 1
36,1117121,275009,1,11,6334,0.14000000000,001B,11,G860,0.00269494585,0.00000012626,Classe 1
37,1117122,290880,1,11,6334,0.18000000000,004C,11,G860,0.00101678836,0.00000016546,Classe 1
38,1180186,309983,1,11,1894,3.05000000000,008B,11,614,0.00587647319,0.00000286586,Classe 1
39,1180187,309980,1,11,2204,3.91000000000,001B,11,633,0.00101623400,0.00000368466,Classe 2
40,1180184,232478,1,11,2204,26.37000000000,005A,11,633,0.00191379364,0.00002485861,Classe 1
41,1180188,232477,1,11,2204,2.23000000000,002A,11,633,0.00778266276,0.00000210400,Classe 3
42,1180189,232480,1,11,2204,0.25000000000,003A,11,633,0.02463796323,0.00000023208,Classe 1
43,703603,143261,1,11,1608,16.79000000000,014A,11,123,0.00101055091,0.00001575293,Classe 1
44,692140,92483,1,11,1041,0.15000000000,013G,11,062,0.00195008114,0.00000014030,Classe 1
45,692141,92476,1,11,1041,0.74000000000,013F,11,062,0.00195008114,0.00000069721,Classe 1
46,692142,208126,1,11,1041,0.19000000000,013I,11,062,0.06505102294,0.00000017942,Classe 1
47,744769,8157,1,11,1055,0.39000000000,007Z,11,081,0.00107797834,0.00000036345,Classe 1
48,800374,221218,1,11,2104,0.21000000000,002C,11,631,0.01238994581,0.00000019414,Classe 1
49,870810,216989,1,11,1947,1.69000000000,010C,11,611,0.04294427726,0.00000158650,Classe 1
50,703609,208999,1,11,1608,0.23000000000,009C,11,123,0.00107797834,0.00000021854,Classe 1
51,703610,143438,1,11,1608,20.26000000000,010D,11,123,0.00101651122,0.00001900298,Classe 1
52,703611,156994,1,11,1608,2.54000000000,010E,11,123,0.00215595668,0.00000237904,Classe 1
53,703612,209000,1,11,1608,0.05000000000,010F,11,123,0.00215595668,0.00000004220,Classe 1
54,870816,216984,1,11,1947,10.68000000000,003A,11,611,0.00107797834,0.00000999421,Classe 1
55,1195713,277036,1,11,6449,1.76000000000,074A,11,G984,0.04007557820,0.00000165117,Classe 1
56,1195714,309927,1,11,6449,3.65000000000,021B,11,G984,0.01960035287,0.00000341309,Classe 3
57,1195715,277034,1,11,6449,3.81000000000,072A,11,G984,0.07708126848,0.00000356577,Classe 1
58,1195716,289269,1,11,6449,0.37000000000,113B,11,G984,0.01856207624,0.00000034375,Classe 3
59,1195717,277008,1,11,6449,6.07000000000,047A,11,G984,0.00515357341,0.00000568909,Classe 2
60,1158040,302532,1,11,1088,0.12000000000,010F,11,078,0.00146433203,0.00000011308,Classe 1
61,1154351,301731,1,11,5330,0.40000000000,042D,11,G976,0.00101055091,0.00000037472,Classe 3
62,1154352,301737,1,11,5330,1.09000000000,034E,11,G976,0.00221526576,0.00000101794,Classe 3
63,1159343,246324,1,11,4853,5.26000000000,011A,11,S003,0.00107797834,0.00000493622,Classe 3
64,1117123,275023,1,11,6334,2.70000000000,008B,11,G860,0.01696259758,0.00000251766,Classe 2
65,1117124,275011,1,11,6334,0.36000000000,002B,11,G860,0.04692880164,0.00000033626,Classe 1
66,1204534,232434,1,11,2007,6.93000000000,025B,11,612,0.00697248006,0.00000654544,Classe 1
67,970361,224342,1,11,1004,0.66000000000,084B,11,012,0.02242308096,0.00000061653,Classe 2
68,1154359,259843,1,11,5330,34.74000000000,035A,11,G976,0.00101055091,0.00003253134,Classe 3
69,1159344,246264,1,11,4853,4.74000000000,010I,11,S003,0.00265651555,0.00000444406,Classe 1
70,994618,263378,1,11,996,0.11000000000,004B,11,001,0.00101055091,0.00000010755,Classe 1
71,994627,223279,1,11,996,4.78000000000,003B,11,001,0.04028158992,0.00000448450,Classe 1
72,1089064,267276,1,13,2765,6.35000000000,003A,12,R502,0.00107797834,0.00000606544,Classe 2
73,1154367,287572,1,11,5330,0.06000000000,050E,11,G976,0.05355111372,0.00000005437,Classe 1
74,1106030,110799,1,13,2965,3.99000000000,022A,12,R498,0.02870189118,0.00000379488,Classe 3
75,1124754,97508,1,13,2812,2.30000000000,001B,12,R545,0.01498199265,0.00000219699,Classe 1
76,1225857,277591,1,11,5330,1.59000000000,052C,11,G976,0.01745912612,0.00000148754,Classe 3
77,1225859,280578,1,11,5409,9.04000000000,040B,11,G979,0.00215595668,0.00000847680,Classe 3
78,943413,78959,1,11,997,0.45000000000,277C,11,002,0.00311945981,0.00000042076,Classe 1
79,1225862,303637,1,11,5409,26.12000000000,132A,11,G979,0.05780223644,0.00002448074,Classe 3
80,1124756,292515,1,13,2812,3.37000000000,001C,12,R545,0.03744311860,0.00000322122,Classe 3
81,1225863,253256,1,11,5409,14.43000000000,165B,11,G979,0.03016004103,0.00001352893,Classe 2
82,1225865,299296,1,11,5409,11.39000000000,136A,11,G979,0.00521312643,0.00001067559,Classe 3
83,1124764,97511,1,13,2812,16.84000000000,003A,12,R545,0.03744311860,0.00001609285,Classe 3
84,1162742,220340,1,11,1006,7.08000000000,042A,11,014,0.00107797834,0.00000662431,Classe 1
85,1106032,110784,1,13,2965,0.05000000000,009B,12,R498,0.01595586572,0.00000004471,Classe 1
86,1217834,318242,1,11,8729,2.45000000000,002A,11,G510,0.00944669710,0.00000229965,Classe 1
87,1180192,232479,1,11,2204,8.39000000000,006A,11,633,0.00323393502,0.00000790380,Classe 1
88,970263,257380,1,11,4970,0.03000000000,001I,11,G966,0.00107797834,0.00000002448,Classe 1
89,970265,257382,1,11,4853,17.85000000000,042D,11,S003,0.00161696751,0.00001676267,Classe 1
90,1106049,287978,1,13,6292,0.05000000000,009D,12,R301,0.00107797834,0.00000004774,Classe 3
91,1106031,110810,1,13,2965,5.83000000000,018A,12,R498,0.00592855036,0.00000554751,Classe 2
92,1200226,315177,1,11,1085,6.74000000000,022C,11,064,0.00699137325,0.00000633007,Classe 1
93,1200227,315192,1,11,1085,5.86000000000,048J,11,064,0.00490486329,0.00000550866,Classe 1
94,1154353,287569,1,11,5330,0.07000000000,047B,11,G976,0.00107797834,0.00000006236,Classe 1
95,1200228,315190,1,11,1085,3.70000000000,045H,11,064,0.01254067545,0.00000347975,Classe 1
96,1154347,301733,1,11,5330,0.04000000000,024C,11,G976,0.00107797834,0.00000003728,Classe 1
97,1089052,267284,1,13,2765,0.71000000000,004A,12,R502,0.00510385588,0.00000067708,Classe 1
98,1089054,270908,1,13,2765,1.52000000000,007E,12,R502,0.00107797834,0.00000145450,Classe 1
99,1159340,246267,1,11,4853,10.76000000000,010A,11,S003,0.00101678836,0.00001009351,Classe 1
100,1159341,246300,1,11,4853,4.16000000000,002A,11,S003,0.00761285162,0.00000390446,Classe 2
101,757139,98607,1,13,2860,8.78000000000,001A,12,R508,0.00837752744,0.00000839527,Classe 1
102,968131,239918,1,11,1815,0.70000000000,028D,11,190,0.00164600601,0.00000065803,Classe 1
103,117518,98063,1,11,1878,3.74000000000,021A,11,300,0.00101079607,0.00000351042,Classe 1
104,117519,98062,1,11,1878,2.75000000000,028A,11,300,0.01234168614,0.00000258390,Classe 1
105,117520,115532,1,11,1878,0.11000000000,026C,11,300,0.00767930138,0.00000010370,Classe 1
106,1058002,157595,1,11,1747,0.05000000000,002B,11,182,0.00377424298,0.00000004501,Classe 1
107,1058003,157524,1,11,1747,0.05000000000,042C,11,182,0.06136847871,0.00000004573,Classe 3
108,943495,78985,1,11,997,10.93000000000,280A,11,002,0.01074934533,0.00001026493,Classe 1
109,943497,183728,1,11,997,0.05000000000,282E,11,002,0.00896436411,0.00000005068,Classe 1
110,1154387,259847,1,11,5330,28.58000000000,022A,11,G976,0.00101055091,0.00002676072,Classe 3
111,1154388,301736,1,11,5330,0.26000000000,024B,11,G976,0.00247652420,0.00000024102,Classe 1
112,826008,156837,1,11,1704,0.22000000000,005C,11,141,0.00107797834,0.00000020928,Classe 1
113,940195,164068,1,11,1052,3.08000000000,303A,11,077,0.02055035478,0.00000288513,Classe 1
114,1159347,246271,1,11,4853,13.56000000000,017E,11,S003,0.02906771666,0.00001272380,Classe 1
115,1077895,281178,1,13,6729,21.51000000000,002A,12,R611,0.00101079607,0.00002056129,Classe 2
116,1210685,10793,1,11,1005,0.38000000000,039C,11,013,0.00201462887,0.00000035552,Classe 1
117,726005,103167,1,13,2919,0.17000000000,002B,12,R509,0.00101079607,0.00000016620,Classe 3
118,726006,103168,1,13,2919,0.06000000000,004B,12,R509,0.01387844888,0.00000005453,Classe 1
119,726007,103169,1,13,2919,0.13000000000,006B,12,R509,0.00215595668,0.00000012507,Classe 1
120,726008,103170,1,13,2919,0.33000000000,007B,12,R509,0.00107797834,0.00000031539,Classe 3
121,117516,143118,1,11,1878,0.04000000000,033B,11,300,0.01668780889,0.00000003432,Classe 1
122,919385,245180,1,11,4691,50.67000000000,001A,11,G964,0.01924648146,0.00004768008,Classe 1
123,1087736,141809,1,11,1082,2.60000000000,017B,11,015,0.03453368489,0.00000243494,Classe 1
124,1180193,309979,1,11,2204,1.50000000000,003B,11,633,0.00789689420,0.00000141398,Classe 1
125,1180194,309982,1,11,2204,15.86000000000,006B,11,633,0.00323393502,0.00001494685,Classe 1
126,1131575,294050,1,11,1745,9.57000000000,002C,11,592,0.05316844544,0.00000897516,Classe 1
127,1180195,210248,1,11,1894,24.93000000000,008A,11,614,0.00236267733,0.00002345529,Classe 1
128,1180196,309981,1,11,2204,0.71000000000,005B,11,633,0.00215569315,0.00000067376,Classe 1
129,497957,120801,1,11,1664,0.03000000000,004B,11,590,0.00338532829,0.00000002657,Classe 3
130,726011,103173,1,13,2919,0.08000000000,002C,12,R509,0.03786872938,0.00000007578,Classe 1
131,726013,103174,1,13,2919,5.46000000000,003A,12,R509,0.00101055091,0.00000518775,Classe 1
132,1208045,311244,1,11,2094,0.53000000000,001F,11,359,0.00323393502,0.00000049783,Classe 1
133,873895,91073,1,11,1625,3.88000000000,010B,11,118,0.00248583895,0.00000364965,Classe 1
134,873897,191551,1,11,1625,30.94000000000,010A,11,118,0.00107797834,0.00002906775,Classe 1
135,1087313,210800,1,11,997,29.37000000000,115B,11,002,0.00202082657,0.00002757091,Classe 1
136,1092617,283888,1,11,5331,0.84000000000,003C,11,G978,0.00107797834,0.00000078236,Classe 2
137,1087314,150603,1,11,997,24.40000000000,423G,11,002,0.01349211554,0.00002292356,Classe 1
138,1133300,250218,1,11,5171,4.34000000000,007B,11,G959,0.11442238399,0.00000407668,Classe 1
139,1133302,281104,1,11,5171,0.36000000000,008B,11,G959,0.00209125679,0.00000034185,Classe 1
140,1092616,283887,1,11,5331,0.64000000000,001E,11,G978,0.00107797834,0.00000059914,Classe 2
141,1044285,235791,1,13,2974,4.44000000000,043A,12,R516,0.14168304635,0.00000420572,Classe 1
142,497950,145200,1,11,1664,5.02000000000,002A,11,590,0.00909094928,0.00000470976,Classe 1
143,1228558,264094,1,11,1925,0.44000000000,015B,11,324,0.00323393502,0.00000041172,Classe 1
144,1221531,310163,1,11,2871,23.90000000000,004A,11,696,0.00107797834,0.00002242750,Classe 1
145,1208036,312790,1,11,2095,0.28000000000,002C,11,347,0.00161696751,0.00000025994,Classe 3
146,1078886,239846,1,11,4050,0.56000000000,005C,11,727,0.07461695187,0.00000053253,Classe 1
147,1012685,229134,1,11,1026,1.20000000000,035E,11,041,0.00101055091,0.00000112003,Classe 1
148,497947,145199,1,11,1664,3.34000000000,003A,11,590,0.01572041477,0.00000312685,Classe 3
149,497943,145192,1,11,1664,0.85000000000,010A,11,590,0.02561344428,0.00000080076,Classe 1
150,1034165,106102,1,13,2935,0.33000000000,021C,12,R427,0.00107797834,0.00000030840,Classe 1
151,1092607,264116,1,11,5331,25.72000000000,003A,11,G978,0.00107797834,0.00002409268,Classe 3
152,671582,141872,1,11,1082,7.45000000000,001A,11,015,0.00215595668,0.00000697757,Classe 1
153,885212,189351,1,11,1628,4.76000000000,026A,11,128,0.00548072266,0.00000446755,Classe 3
154,885209,238224,1,11,1628,0.03000000000,021I,11,128,0.00406392786,0.00000002434,Classe 1
155,674310,141731,1,11,1648,10.27000000000,043A,11,589,0.01004846680,0.00000963811,Classe 3
156,674311,141738,1,11,1648,17.40000000000,035A,11,589,0.00753738909,0.00001632362,Classe 1
157,1061786,102344,1,13,2906,4.49000000000,005A,12,R463,0.00152909091,0.00000424744,Classe 1
158,1208039,310014,1,11,1869,39.99000000000,010C,11,341,0.00161696751,0.00003765742,Classe 1
159,1061787,102328,1,13,2906,0.35000000000,026D,12,R463,0.00107797834,0.00000032947,Classe 1
160,1061788,102337,1,13,2906,0.13000000000,022B,12,R463,0.09124708181,0.00000012066,Classe 1
161,916015,243973,1,13,3609,2.11000000000,001B,12,R540,0.00449648505,0.00000201276,Classe 1
162,916016,243974,1,13,3609,0.42000000000,002B,12,R540,0.00101623400,0.00000039512,Classe 1
163,916017,243975,1,13,3609,0.06000000000,003B,12,R540,0.29056279629,0.00000006115,Classe 2
164,916019,243977,1,13,3609,0.27000000000,005B,12,R540,0.00101079607,0.00000025366,Classe 1
165,1062895,257149,1,11,1700,2.78000000000,002D,11,173,0.00518985751,0.00000261158,Classe 3
166,1208046,311955,1,11,1869,0.12000000000,010B,11,341,0.00161696751,0.00000010889,Classe 1
167,1044300,234973,1,13,2974,16.50000000000,030A,12,R516,0.00107797834,0.00001562686,Classe 3
168,1044296,263012,1,13,2974,0.36000000000,033B,12,R516,0.02268848500,0.00000033958,Classe 1
169,1224611,318935,1,11,2247,19.38000000000,010A,11,273,0.02076488041,0.00001827333,Classe 3
170,1224612,316121,1,11,997,0.24000000000,230O,11,002,0.00161696751,0.00000022075,Classe 1
171,1041690,239819,1,13,2973,2.26000000000,026A,12,R504,0.00193269087,0.00000216330,Classe 3
172,1041692,262679,1,13,2973,0.08000000000,009C,12,R504,0.03281813848,0.00000007293,Classe 3
173,1041694,266629,1,13,2973,3.27000000000,001D,12,R504,0.03949510142,0.00000313487,Classe 1
174,1041695,269662,1,13,2973,0.39000000000,029D,12,R504,0.00258187850,0.00000037832,Classe 1
175,1041696,266627,1,13,2973,2.44000000000,029C,12,R504,0.00215595668,0.00000233666,Classe 1
176,1041697,269663,1,13,2973,1.54000000000,028H,12,R504,0.00371328976,0.00000147486,Classe 1
177,1041698,266626,1,13,2973,7.25000000000,028G,12,R504,0.00161696751,0.00000694192,Classe 3
178,1041699,261403,1,13,2973,0.28000000000,025D,12,R504,0.00521622543,0.00000027200,Classe 1
179,1041700,269664,1,13,2973,0.13000000000,025G,12,R504,0.00258187850,0.00000012580,Classe 1
180,802854,190723,1,11,1747,3.87000000000,029A,11,182,0.00107797834,0.00000364920,Classe 1
181,860578,208704,1,11,1063,13.71000000000,012A,11,090,0.00101055091,0.00001286951,Classe 1
182,1229403,267955,1,11,5970,2.12000000000,031C,11,G982,0.00247190500,0.00000198973,Classe 1
183,1225311,313994,1,11,998,2.18000000000,002C,11,003,0.01005226526,0.00000205148,Classe 1
184,1041685,239820,1,13,2973,1.90000000000,026B,12,R504,0.00193269087,0.00000182164,Classe 3
185,1041687,111989,1,13,2973,0.44000000000,013B,12,R504,0.00107797834,0.00000042509,Classe 1
186,1041688,239732,1,13,2973,12.79000000000,001A,12,R504,0.03949510142,0.00001224753,Classe 1
187,970448,240027,1,11,1004,0.17000000000,098C,11,012,0.00443595264,0.00000015928,Classe 1
188,970455,143130,1,11,1004,0.58000000000,079B,11,012,0.00107797834,0.00000054071,Classe 1
189,970456,242413,1,11,1004,0.79000000000,101C,11,012,0.00107797834,0.00000073730,Classe 1
190,1159362,260514,1,11,4853,3.63000000000,023H,11,S003,0.02465150278,0.00000340681,Classe 1
191,1210418,277530,1,11,5090,9.73000000000,002D,11,G956,0.00101623400,0.00000915093,Classe 1
192,1210417,277522,1,11,5090,2.74000000000,001L,11,G956,0.00107797834,0.00000257842,Classe 1
193,1120322,274764,1,11,6313,32.70000000000,010A,11,G856,0.00107797834,0.00003051311,Classe 1
194,1041691,236850,1,13,2973,13.27000000000,009A,12,R504,0.02011181028,0.00001270711,Classe 1
195,829142,191095,1,11,2227,76.87000000000,002A,11,615,0.01987346213,0.00007198854,Classe 2
196,1207329,311954,1,11,1070,15.91000000000,020A,11,024,0.00161696751,0.00001490722,Classe 1
197,1207330,313443,1,11,5133,0.26000000000,002Q,11,G954,0.02265209216,0.00000024025,Classe 3
198,1207335,311053,1,11,1070,4.34000000000,003K,11,024,0.01055479493,0.00000406361,Classe 1
199,674383,145751,1,11,1648,23.82000000000,014A,11,589,0.00161696751,0.00002234584,Classe 1
200,798191,141774,1,11,1706,32.89000000000,023A,11,591,0.00437244767,0.00003076818,Classe 1
201,1162044,160819,1,11,1061,5.17000000000,028A,11,088,0.00161696751,0.00000486015,Classe 2
202,1137049,295497,1,11,4975,1.21000000000,003L,11,G967,0.06633434152,0.00000113794,Classe 1
203,1162046,305078,1,11,1061,0.78000000000,028C,11,088,0.10196388025,0.00000073321,Classe 1
204,829168,191842,1,13,2824,3.07000000000,011A,12,R575,0.00101079607,0.00000292955,Classe 1
205,1041683,239816,1,13,2973,21.65000000000,028B,12,R504,0.00146433203,0.00002073604,Classe 3
206,1108478,274741,1,11,6312,1.26000000000,009D,11,G866,0.00435905169,0.00000117367,Classe 1
207,1108479,274726,1,11,6312,2.75000000000,001A,11,G866,0.00719545989,0.00000256965,Classe 1
208,1041684,266622,1,13,2973,1.94000000000,012C,12,R504,0.02097803473,0.00000185550,Classe 1
209,1198593,230418,1,11,1783,1.44000000000,006G,11,185,0.00107797834,0.00000134778,Classe 3
210,1179962,209567,1,11,2082,5.90000000000,006D,11,313,0.00511356123,0.00000557723,Classe 2
211,1198594,230416,1,11,1783,0.18000000000,003B,11,185,0.01429370006,0.00000016507,Classe 1
212,1179964,224071,1,11,1980,19.94000000000,031A,11,263,0.00101651122,0.00001876864,Classe 2
213,1182509,282316,1,11,3013,1.02000000000,004A,11,702,0.00792101727,0.00000096157,Classe 1
214,1213443,308281,1,11,1126,0.49000000000,005B,11,058,0.04236863156,0.00000046179,Classe 1
215,1213439,317132,1,13,8612,328.10000000000,U00102,12,R615,0.00107797834,0.00031383024,Classe 2
216,756340,198775,1,11,3211,8.63000000000,001A,11,725,0.02059016753,0.00000810281,Classe 1
217,734107,208089,1,11,2099,0.34000000000,001B,11,083,0.00529582483,0.00000031997,Classe 1
218,1093343,274465,1,13,6302,1.98000000000,018D,12,R311,0.11785086074,0.00000188559,Classe 1
219,1094336,281934,1,13,6302,0.05000000000,027L,12,R311,0.00146433203,0.00000004596,Classe 3
220,1094338,274481,1,13,6302,3.30000000000,027B,12,R311,0.00101079607,0.00000314311,Classe 1
221,829154,191833,1,13,2824,1.26000000000,006A,12,R575,0.01751949608,0.00000120686,Classe 2
222,1213447,317098,1,11,1126,0.15000000000,005G,11,058,0.00668511491,0.00000014472,Classe 1
223,1162039,176801,1,11,1061,0.40000000000,028B,11,088,0.00161696751,0.00000037693,Classe 2
224,1162040,305077,1,11,1061,0.05000000000,028D,11,088,0.10196388025,0.00000004970,Classe 1
225,1162042,305076,1,11,1061,0.17000000000,038C,11,088,0.00152499091,0.00000015834,Classe 1
226,1162043,160784,1,11,1061,2.25000000000,038A,11,088,0.00101623400,0.00000211267,Classe 1
227,1123235,292329,1,11,2305,0.09000000000,003M,11,642,0.04438504621,0.00000008058,Classe 1
228,1214487,103046,1,13,2916,2.72000000000,007A,12,R556,0.00101079607,0.00000257392,Classe 1
229,1214488,317383,1,11,8649,2.15000000000,001B,11,G502,0.00101055091,0.00000201889,Classe 1
230,919387,245182,1,11,4691,8.66000000000,001B,11,G964,0.00107797834,0.00000815099,Classe 3
231,919382,245177,1,11,4691,0.26000000000,006C,11,G964,0.00107797834,0.00000024668,Classe 3
232,919392,245187,1,11,4691,62.64000000000,002A,11,G964,0.00107797834,0.00005894030,Classe 1
233,839485,178674,1,11,1632,0.57000000000,035D,11,132,0.00215595668,0.00000053263,Classe 3
234,1094340,276401,1,13,6408,0.61000000000,026A,12,R302,0.00356572762,0.00000057856,Classe 3
235,1094343,284293,1,13,6408,0.48000000000,015B,12,R302,0.00101079607,0.00000045568,Classe 1
236,1138327,264053,1,11,1027,10.39000000000,025H,11,042,0.04313782358,0.00000970989,Classe 1
237,1145269,273460,1,11,1085,0.22000000000,020P,11,064,0.00215595668,0.00000021059,Classe 1
238,1145270,186977,1,11,1085,0.27000000000,020G,11,064,0.00107797834,0.00000025549,Classe 1
239,1210577,292692,1,11,1661,15.11000000000,006A,11,150,0.00107797834,0.00001417706,Classe 2
240,880985,237310,1,11,1052,0.19000000000,004G,11,077,0.02449182547,0.00000017726,Classe 1
241,919395,245190,1,11,4691,6.82000000000,002C,11,G964,0.00107797834,0.00000642042,Classe 3
242,1094345,274358,1,13,6302,1.37000000000,003A,12,R311,0.00573205036,0.00000130656,Classe 1
243,840675,224140,1,11,1927,7.55000000000,019G,11,239,0.00107797834,0.00000710358,Classe 3
244,840676,224050,1,11,1927,1.79000000000,024G,11,239,0.01090417220,0.00000168727,Classe 1
245,1008293,98005,1,13,2821,0.75000000000,003B,12,R568,0.00286435627,0.00000071189,Classe 3
246,1008294,98006,1,13,2821,0.56000000000,010D,12,R568,0.03681334877,0.00000053631,Classe 1
247,1192937,254289,1,13,5449,18.72000000000,203B,12,R650,0.13144677043,0.00001798379,Classe 3
248,1192938,254288,1,13,5449,5.93000000000,202B,12,R650,0.00611090476,0.00000569490,Classe 1
249,1192939,254125,1,13,5449,15.76000000000,202A,12,R650,0.00611090476,0.00001514388,Classe 1
250,1192940,254126,1,13,5449,7.78000000000,203A,12,R650,0.13144677043,0.00000747330,Classe 3
251,740206,176794,1,11,1061,0.15000000000,021B,11,088,0.01393264834,0.00000013941,Classe 1
252,1145266,268534,1,11,1085,3.35000000000,017E,11,064,0.02732150503,0.00000315052,Classe 1
253,565536,143541,1,11,1608,0.28000000000,017B,11,123,0.00107797834,0.00000026458,Classe 1
254,1218225,10561,1,11,1005,1.09000000000,048A,11,013,0.00201462887,0.00000102347,Classe 1
255,674393,156816,1,11,1648,23.97000000000,017A,11,589,0.00895307906,0.00002248412,Classe 2
256,674395,163882,1,11,1648,19.20000000000,029A,11,589,0.00202082657,0.00001801555,Classe 1
257,674398,186654,1,11,1648,7.97000000000,019A,11,589,0.02357584292,0.00000747670,Classe 3
258,674399,141709,1,11,1648,49.87000000000,020A,11,589,0.00101651122,0.00004677984,Classe 3
259,674388,186656,1,11,1648,51.61000000000,035D,11,589,0.00508735252,0.00004842029,Classe 1
260,674226,166314,1,11,1648,6.58000000000,049D,11,589,0.01248157619,0.00000616885,Classe 2
261,1201036,77448,1,11,1925,1.22000000000,U02610,11,324,0.00161696751,0.00000114300,Classe 1
262,731199,10633,1,11,997,12.04000000000,130B,11,002,0.00516881389,0.00001130695,Classe 3
263,756836,98755,1,13,2864,6.08000000000,014A,12,R560,0.00101623400,0.00000580146,Classe 1
264,674235,164052,1,11,1648,5.31000000000,035E,11,589,0.00101055091,0.00000498310,Classe 1
265,1203601,254016,1,13,5449,14.31000000000,010A,12,R650,0.17477323828,0.00001376086,Classe 2
266,555900,160810,1,11,1348,11.41000000000,009A,11,111,0.00107797834,0.00001068951,Classe 1
267,956764,236630,1,13,2933,0.05000000000,001D,12,R414,0.00457681521,0.00000004608,Classe 3
268,956765,236631,1,13,2933,0.13000000000,012D,12,R414,0.00662466993,0.00000012022,Classe 1
269,966261,210519,1,11,2079,1.11000000000,002B,11,325,0.00459431713,0.00000104912,Classe 3
270,1047863,167124,1,11,996,5.05000000000,025F,11,001,0.05301836248,0.00000474210,Classe 1
271,740863,187635,1,11,2002,0.78000000000,004E,11,310,0.00425413959,0.00000073025,Classe 1
272,740960,185974,1,11,2002,16.53000000000,002A,11,310,0.00101079607,0.00001555883,Classe 1
273,1170564,274753,1,11,6313,38.97000000000,003A,11,G856,0.00478064246,0.00003636964,Classe 3
274,757138,98605,1,13,2860,8.68000000000,003B,12,R508,0.02594638036,0.00000829858,Classe 1
275,703568,156997,1,11,1608,0.96000000000,009B,11,123,0.00155088313,0.00000090365,Classe 1
276,565461,156998,1,11,1608,0.76000000000,012C,11,123,0.00101079607,0.00000071127,Classe 1
277,703615,209003,1,11,1608,0.01000000000,014C,11,123,0.00467587982,0.00000000659,Classe 1
